,Value,Layer,Method
4437,6.957055568695068,conv6,Calim
4438,6.268465995788574,conv6,Calim
4439,5.970503330230713,conv6,Calim
4440,5.066202163696289,conv6,Calim
4441,7.198281288146973,conv6,Calim
4442,6.2405877113342285,conv6,Calim
4443,5.656590461730957,conv6,Calim
4444,6.597950458526611,conv6,Calim
4445,6.997093677520752,conv6,Calim
4446,8.353529930114746,conv6,Calim
4447,7.195250511169434,conv6,Calim
4448,7.536672115325928,conv6,Calim
4449,4.39854621887207,conv6,Calim
4450,7.7569427490234375,conv6,Calim
4451,7.533333778381348,conv6,Calim
4452,7.39351224899292,conv6,Calim
4453,6.23443078994751,conv6,Calim
4454,6.737211227416992,conv6,Calim
4455,6.42017936706543,conv6,Calim
4456,6.321256160736084,conv6,Calim
4457,6.062607765197754,conv6,Calim
4458,7.912423133850098,conv6,Calim
4459,9.71858024597168,conv6,Calim
4460,7.93266487121582,conv6,Calim
4461,7.9915618896484375,conv6,Calim
4462,6.957921028137207,conv6,Calim
4463,5.746170997619629,conv6,Calim
4464,5.472049713134766,conv6,Calim
4465,7.147014617919922,conv6,Calim
4466,8.5453519821167,conv6,Calim
4467,8.926151275634766,conv6,Calim
4468,7.717681884765625,conv6,Calim
4469,7.574526786804199,conv6,Calim
4470,4.995973110198975,conv6,Calim
4471,7.356000900268555,conv6,Calim
4472,4.7943878173828125,conv6,Calim
4473,9.852291107177734,conv6,Calim
4474,6.598381042480469,conv6,Calim
4475,8.601088523864746,conv6,Calim
4476,8.000530242919922,conv6,Calim
4477,8.005699157714844,conv6,Calim
4478,6.840710639953613,conv6,Calim
4479,8.324615478515625,conv6,Calim
4480,5.890624046325684,conv6,Calim
4481,8.694940567016602,conv6,Calim
4482,7.540567398071289,conv6,Calim
4483,7.0736165046691895,conv6,Calim
4484,6.3861870765686035,conv6,Calim
4485,6.173737525939941,conv6,Calim
4486,6.408097743988037,conv6,Calim
4487,8.589886665344238,conv6,Calim
4488,7.245062828063965,conv6,Calim
4489,9.253089904785156,conv6,Calim
4490,5.745892524719238,conv6,Calim
4491,9.77876091003418,conv6,Calim
4492,7.921537399291992,conv6,Calim
4493,6.5276994705200195,conv6,Calim
4494,6.398873805999756,conv6,Calim
4495,9.87299919128418,conv6,Calim
4496,9.974824905395508,conv6,Calim
4497,8.271354675292969,conv6,Calim
4498,7.095771789550781,conv6,Calim
4499,7.507564544677734,conv6,Calim
4500,7.2024102210998535,conv6,Calim
4501,6.7691779136657715,conv6,Calim
4502,5.920604705810547,conv6,Calim
4503,7.0412445068359375,conv6,Calim
4504,7.25351619720459,conv6,Calim
4505,9.003824234008789,conv6,Calim
4506,6.776253700256348,conv6,Calim
4507,7.517502307891846,conv6,Calim
4508,8.168599128723145,conv6,Calim
4509,9.30923080444336,conv6,Calim
4510,7.17684268951416,conv6,Calim
4511,8.505205154418945,conv6,Calim
4512,8.442391395568848,conv6,Calim
4513,5.8044753074646,conv6,Calim
4514,8.085229873657227,conv6,Calim
4515,9.715346336364746,conv6,Calim
4516,7.167518615722656,conv6,Calim
4517,6.5587663650512695,conv6,Calim
4518,7.120696067810059,conv6,Calim
4519,7.882166385650635,conv6,Calim
4520,7.18826961517334,conv6,Calim
4521,8.225878715515137,conv6,Calim
4522,9.511606216430664,conv6,Calim
4523,8.727869033813477,conv6,Calim
4524,6.032248497009277,conv6,Calim
4525,9.156216621398926,conv6,Calim
4526,5.062056541442871,conv6,Calim
4527,8.185171127319336,conv6,Calim
4528,3.948500156402588,conv6,Calim
4529,8.783182144165039,conv6,Calim
4530,7.958250999450684,conv6,Calim
4531,6.104916572570801,conv6,Calim
4532,9.227882385253906,conv6,Calim
4533,6.302626609802246,conv6,Calim
4534,6.39469051361084,conv6,Calim
4535,6.917544841766357,conv6,Calim
4536,8.056618690490723,conv6,Calim
4537,9.143726348876953,conv6,Calim
4538,7.269005298614502,conv6,Calim
4539,7.509800910949707,conv6,Calim
4540,8.225049018859863,conv6,Calim
4541,8.865763664245605,conv6,Calim
4542,7.257475852966309,conv6,Calim
4543,5.920414924621582,conv6,Calim
4544,9.178373336791992,conv6,Calim
4545,5.4347429275512695,conv6,Calim
4546,7.098232269287109,conv6,Calim
4547,7.12693452835083,conv6,Calim
4548,6.483646392822266,conv6,Calim
4549,7.543410301208496,conv6,Calim
4550,7.752612590789795,conv6,Calim
4551,5.562850475311279,conv6,Calim
4552,7.554080963134766,conv6,Calim
4553,6.772476673126221,conv6,Calim
4554,5.9577131271362305,conv6,Calim
4555,8.06183910369873,conv6,Calim
4556,7.233426094055176,conv6,Calim
4557,7.326699256896973,conv6,Calim
4558,7.099740028381348,conv6,Calim
4559,8.170097351074219,conv6,Calim
4560,9.446813583374023,conv6,Calim
4561,7.081892013549805,conv6,Calim
4562,7.227277755737305,conv6,Calim
4563,6.329952239990234,conv6,Calim
4564,7.4559454917907715,conv6,Calim
4565,6.618992805480957,conv6,Calim
4566,6.480145454406738,conv6,Calim
4567,8.099444389343262,conv6,Calim
4568,9.38001537322998,conv6,Calim
4569,9.674286842346191,conv6,Calim
4570,7.5602312088012695,conv6,Calim
4571,9.203627586364746,conv6,Calim
4572,6.213626861572266,conv6,Calim
4573,8.435243606567383,conv6,Calim
4574,8.24736213684082,conv6,Calim
4575,8.759069442749023,conv6,Calim
4576,7.2829484939575195,conv6,Calim
4577,7.069014549255371,conv6,Calim
4578,5.3813323974609375,conv6,Calim
4579,7.256287574768066,conv6,Calim
4580,6.3828277587890625,conv6,Calim
4581,6.068617820739746,conv6,Calim
4582,6.8030686378479,conv6,Calim
4583,6.56718111038208,conv6,Calim
4584,8.353288650512695,conv6,Calim
4585,8.089863777160645,conv6,Calim
4586,8.761959075927734,conv6,Calim
4587,5.9334259033203125,conv6,Calim
4588,7.070108413696289,conv6,Calim
4589,6.386361598968506,conv6,Calim
4590,5.219870567321777,conv6,Calim
4591,8.469287872314453,conv6,Calim
4592,7.293693542480469,conv6,Calim
4593,8.326912879943848,conv6,Calim
4594,7.241546630859375,conv6,Calim
4595,6.07415771484375,conv6,Calim
4596,5.086798191070557,conv6,Calim
4597,5.769140243530273,conv6,Calim
4598,7.568053722381592,conv6,Calim
4599,7.940171241760254,conv6,Calim
4600,8.579432487487793,conv6,Calim
4601,5.104574203491211,conv6,Calim
4602,4.7768449783325195,conv6,Calim
4603,8.110176086425781,conv6,Calim
4604,6.347630023956299,conv6,Calim
4605,9.278891563415527,conv6,Calim
4606,7.85820198059082,conv6,Calim
4607,6.999167442321777,conv6,Calim
4608,9.195789337158203,conv7,Calim
4609,8.30769157409668,conv7,Calim
4610,10.095830917358398,conv7,Calim
4611,9.471189498901367,conv7,Calim
4612,8.88022232055664,conv7,Calim
4613,7.86897087097168,conv7,Calim
4614,10.24718189239502,conv7,Calim
4615,8.219017028808594,conv7,Calim
4616,9.812116622924805,conv7,Calim
4617,9.860983848571777,conv7,Calim
4618,8.774618148803711,conv7,Calim
4619,10.25905990600586,conv7,Calim
4620,8.768489837646484,conv7,Calim
4621,10.120874404907227,conv7,Calim
4622,9.930888175964355,conv7,Calim
4623,9.796092987060547,conv7,Calim
4624,8.904151916503906,conv7,Calim
4625,10.711980819702148,conv7,Calim
4626,8.497953414916992,conv7,Calim
4627,10.34544563293457,conv7,Calim
4628,10.370972633361816,conv7,Calim
4629,10.355932235717773,conv7,Calim
4630,6.269399642944336,conv7,Calim
4631,8.204489707946777,conv7,Calim
4632,8.875223159790039,conv7,Calim
4633,10.743045806884766,conv7,Calim
4634,9.464838027954102,conv7,Calim
4635,9.732487678527832,conv7,Calim
4636,8.927905082702637,conv7,Calim
4637,10.537952423095703,conv7,Calim
4638,9.066749572753906,conv7,Calim
4639,7.928693771362305,conv7,Calim
4640,9.993538856506348,conv7,Calim
4641,9.783570289611816,conv7,Calim
4642,9.472367286682129,conv7,Calim
4643,8.491305351257324,conv7,Calim
4644,9.032828330993652,conv7,Calim
4645,8.399471282958984,conv7,Calim
4646,10.38341236114502,conv7,Calim
4647,9.93777847290039,conv7,Calim
4648,10.343717575073242,conv7,Calim
4649,9.329723358154297,conv7,Calim
4650,7.964712619781494,conv7,Calim
4651,9.968055725097656,conv7,Calim
4652,9.950511932373047,conv7,Calim
4653,9.091384887695312,conv7,Calim
4654,8.735320091247559,conv7,Calim
4655,9.804304122924805,conv7,Calim
4656,8.596254348754883,conv7,Calim
4657,7.31117057800293,conv7,Calim
4658,7.888648509979248,conv7,Calim
4659,7.560506820678711,conv7,Calim
4660,9.892422676086426,conv7,Calim
4661,5.587248802185059,conv7,Calim
4662,9.814470291137695,conv7,Calim
4663,9.06692123413086,conv7,Calim
4664,9.524356842041016,conv7,Calim
4665,8.838787078857422,conv7,Calim
4666,8.22333812713623,conv7,Calim
4667,9.000743865966797,conv7,Calim
4668,10.11532974243164,conv7,Calim
4669,10.536263465881348,conv7,Calim
4670,8.385748863220215,conv7,Calim
4671,9.427619934082031,conv7,Calim
4672,11.194735527038574,conv7,Calim
4673,8.657024383544922,conv7,Calim
4674,9.450085639953613,conv7,Calim
4675,9.384634017944336,conv7,Calim
4676,9.314993858337402,conv7,Calim
4677,9.45418930053711,conv7,Calim
4678,10.438995361328125,conv7,Calim
4679,10.317991256713867,conv7,Calim
4680,9.301730155944824,conv7,Calim
4681,8.371720314025879,conv7,Calim
4682,9.977907180786133,conv7,Calim
4683,9.591765403747559,conv7,Calim
4684,7.67496919631958,conv7,Calim
4685,8.167091369628906,conv7,Calim
4686,9.964900970458984,conv7,Calim
4687,8.122725486755371,conv7,Calim
4688,9.46943473815918,conv7,Calim
4689,8.935464859008789,conv7,Calim
4690,8.310342788696289,conv7,Calim
4691,8.321369171142578,conv7,Calim
4692,10.808594703674316,conv7,Calim
4693,7.768842697143555,conv7,Calim
4694,9.828227043151855,conv7,Calim
4695,8.870805740356445,conv7,Calim
4696,10.647000312805176,conv7,Calim
4697,8.795537948608398,conv7,Calim
4698,9.055534362792969,conv7,Calim
4699,9.402031898498535,conv7,Calim
4700,8.551742553710938,conv7,Calim
4701,9.404627799987793,conv7,Calim
4702,10.050704002380371,conv7,Calim
4703,8.436904907226562,conv7,Calim
4704,8.401103973388672,conv7,Calim
4705,9.699420928955078,conv7,Calim
4706,8.025823593139648,conv7,Calim
4707,7.666090965270996,conv7,Calim
4708,7.670486927032471,conv7,Calim
4709,9.889583587646484,conv7,Calim
4710,10.382797241210938,conv7,Calim
4711,8.492895126342773,conv7,Calim
4712,7.623106002807617,conv7,Calim
4713,9.501094818115234,conv7,Calim
4714,10.20303726196289,conv7,Calim
4715,9.936307907104492,conv7,Calim
4716,9.70682430267334,conv7,Calim
4717,11.249275207519531,conv7,Calim
4718,10.350201606750488,conv7,Calim
4719,9.120109558105469,conv7,Calim
4720,10.068681716918945,conv7,Calim
4721,10.798938751220703,conv7,Calim
4722,9.668716430664062,conv7,Calim
4723,9.358735084533691,conv7,Calim
4724,8.032018661499023,conv7,Calim
4725,7.753265380859375,conv7,Calim
4726,10.28145980834961,conv7,Calim
4727,9.479368209838867,conv7,Calim
4728,7.0302605628967285,conv7,Calim
4729,11.767412185668945,conv7,Calim
4730,9.766481399536133,conv7,Calim
4731,8.720036506652832,conv7,Calim
4732,9.456610679626465,conv7,Calim
4733,8.497354507446289,conv7,Calim
4734,8.794916152954102,conv7,Calim
4735,9.639749526977539,conv7,Calim
4736,9.373404502868652,conv7,Calim
4737,8.94324779510498,conv7,Calim
4738,8.391071319580078,conv7,Calim
4739,9.674164772033691,conv7,Calim
4740,8.625737190246582,conv7,Calim
4741,10.844924926757812,conv7,Calim
4742,10.166346549987793,conv7,Calim
4743,9.30821418762207,conv7,Calim
4744,6.318305969238281,conv7,Calim
4745,9.94211196899414,conv7,Calim
4746,9.107939720153809,conv7,Calim
4747,8.85960865020752,conv7,Calim
4748,7.801764011383057,conv7,Calim
4749,10.847816467285156,conv7,Calim
4750,9.352068901062012,conv7,Calim
4751,9.760416984558105,conv7,Calim
4752,9.99223518371582,conv7,Calim
4753,9.601144790649414,conv7,Calim
4754,9.590190887451172,conv7,Calim
4755,9.586358070373535,conv7,Calim
4756,9.944108963012695,conv7,Calim
4757,8.53660774230957,conv7,Calim
4758,7.755139350891113,conv7,Calim
4759,8.945837020874023,conv7,Calim
4760,8.605828285217285,conv7,Calim
4761,9.455455780029297,conv7,Calim
4762,8.928594589233398,conv7,Calim
4763,9.308677673339844,conv7,Calim
4764,9.406482696533203,conv7,Calim
4765,9.494361877441406,conv7,Calim
4766,7.300490856170654,conv7,Calim
4767,8.896711349487305,conv7,Calim
4768,8.882913589477539,conv7,Calim
4769,9.60849380493164,conv7,Calim
4770,8.787182807922363,conv7,Calim
4771,9.83320426940918,conv7,Calim
4772,8.99791431427002,conv7,Calim
4773,10.610627174377441,conv7,Calim
4774,9.194297790527344,conv7,Calim
4775,10.082209587097168,conv7,Calim
4776,7.14433479309082,conv7,Calim
4777,9.200791358947754,conv7,Calim
4778,10.810707092285156,conv7,Calim
4779,9.31657600402832,conv7,Calim
4780,8.953309059143066,conv7,Calim
4781,10.35595989227295,conv7,Calim
4782,11.18253231048584,conv7,Calim
4783,9.323826789855957,conv7,Calim
4784,9.627403259277344,conv7,Calim
4785,8.366106033325195,conv7,Calim
4786,11.922476768493652,conv7,Calim
4787,8.62997055053711,conv7,Calim
4788,10.141799926757812,conv7,Calim
4789,10.17492389678955,conv7,Calim
4790,11.697011947631836,conv7,Calim
4791,10.404809951782227,conv7,Calim
4792,9.706293106079102,conv7,Calim
4793,8.35841178894043,conv7,Calim
4794,9.769442558288574,conv7,Calim
4795,8.698586463928223,conv7,Calim
4796,7.623836040496826,conv7,Calim
4797,9.637194633483887,conv7,Calim
4798,7.704211235046387,conv7,Calim
4799,10.76388168334961,conv7,Calim
4800,8.879093170166016,conv7,Calim
4801,8.947723388671875,conv7,Calim
4802,7.605470657348633,conv7,Calim
4803,6.98640251159668,conv7,Calim
4804,9.377867698669434,conv7,Calim
4805,8.169419288635254,conv7,Calim
4806,7.434062957763672,conv7,Calim
4807,8.698101043701172,conv7,Calim
4808,9.242388725280762,conv7,Calim
4809,8.011892318725586,conv7,Calim
4810,9.6439790725708,conv7,Calim
4811,9.648890495300293,conv7,Calim
4812,7.977504730224609,conv7,Calim
4813,7.445434093475342,conv7,Calim
4814,9.113557815551758,conv7,Calim
4815,10.781657218933105,conv7,Calim
4816,9.401941299438477,conv7,Calim
4817,7.0979390144348145,conv7,Calim
4818,8.921374320983887,conv7,Calim
4819,7.59066104888916,conv7,Calim
4820,10.59961986541748,conv7,Calim
4821,9.186445236206055,conv7,Calim
4822,9.296012878417969,conv7,Calim
4823,10.100740432739258,conv7,Calim
4824,9.155447006225586,conv7,Calim
4825,8.96086311340332,conv7,Calim
4826,9.830422401428223,conv7,Calim
4827,8.347732543945312,conv7,Calim
4828,9.700569152832031,conv7,Calim
4829,9.618144035339355,conv7,Calim
4830,9.609454154968262,conv7,Calim
4831,9.927586555480957,conv7,Calim
4832,10.253398895263672,conv7,Calim
4833,10.449482917785645,conv7,Calim
4834,9.525272369384766,conv7,Calim
4835,8.671150207519531,conv7,Calim
4836,10.507339477539062,conv7,Calim
4837,9.206270217895508,conv7,Calim
4838,9.011530876159668,conv7,Calim
4839,10.94157886505127,conv7,Calim
4840,9.286306381225586,conv7,Calim
4841,10.242816925048828,conv7,Calim
4842,10.17786979675293,conv7,Calim
4843,10.050071716308594,conv7,Calim
4844,10.446135520935059,conv7,Calim
4845,9.94575309753418,conv7,Calim
4846,10.703073501586914,conv7,Calim
4847,9.266260147094727,conv7,Calim
4848,9.603161811828613,conv7,Calim
4849,9.143735885620117,conv7,Calim
4850,9.40420913696289,conv7,Calim
4851,8.786388397216797,conv7,Calim
4852,7.531676292419434,conv7,Calim
4853,9.867019653320312,conv7,Calim
4854,9.262893676757812,conv7,Calim
4855,8.379499435424805,conv7,Calim
4856,9.938187599182129,conv7,Calim
4857,9.344673156738281,conv7,Calim
4858,8.16814136505127,conv7,Calim
4859,11.422311782836914,conv7,Calim
4860,8.607439041137695,conv7,Calim
4861,9.67444896697998,conv7,Calim
4862,9.62822151184082,conv7,Calim
4863,10.166263580322266,conv7,Calim
4864,4.2013959884643555,conv8,Calim
4865,4.476401329040527,conv8,Calim
4866,4.453375339508057,conv8,Calim
4867,8.441017150878906,conv8,Calim
4868,7.884364604949951,conv8,Calim
4869,6.353385925292969,conv8,Calim
4870,6.040706634521484,conv8,Calim
4871,6.106405258178711,conv8,Calim
4872,5.627320289611816,conv8,Calim
4873,4.55989933013916,conv8,Calim
4874,3.7178292274475098,conv8,Calim
4875,6.361924171447754,conv8,Calim
4876,4.511361122131348,conv8,Calim
4877,6.282350063323975,conv8,Calim
4878,4.3709211349487305,conv8,Calim
4879,5.213572025299072,conv8,Calim
4880,7.391734600067139,conv8,Calim
4881,4.792716979980469,conv8,Calim
4882,6.262470245361328,conv8,Calim
4883,5.474913120269775,conv8,Calim
4884,9.408402442932129,conv8,Calim
4885,5.5124311447143555,conv8,Calim
4886,7.3178486824035645,conv8,Calim
4887,6.6546125411987305,conv8,Calim
4888,6.974246978759766,conv8,Calim
4889,4.780300617218018,conv8,Calim
4890,4.975499629974365,conv8,Calim
4891,5.476033687591553,conv8,Calim
4892,5.1250176429748535,conv8,Calim
4893,6.386539936065674,conv8,Calim
4894,5.235769271850586,conv8,Calim
4895,5.854842185974121,conv8,Calim
4896,5.786188125610352,conv8,Calim
4897,6.9274139404296875,conv8,Calim
4898,5.293237686157227,conv8,Calim
4899,3.5265583992004395,conv8,Calim
4900,6.121630668640137,conv8,Calim
4901,3.063499927520752,conv8,Calim
4902,6.6392035484313965,conv8,Calim
4903,4.786814212799072,conv8,Calim
4904,6.834646224975586,conv8,Calim
4905,5.730461120605469,conv8,Calim
4906,5.054349899291992,conv8,Calim
4907,5.879035949707031,conv8,Calim
4908,6.076165676116943,conv8,Calim
4909,4.436880588531494,conv8,Calim
4910,4.417948246002197,conv8,Calim
4911,5.62746000289917,conv8,Calim
4912,5.617604732513428,conv8,Calim
4913,7.664157867431641,conv8,Calim
4914,5.791205883026123,conv8,Calim
4915,6.341693878173828,conv8,Calim
4916,6.202493190765381,conv8,Calim
4917,5.81398868560791,conv8,Calim
4918,4.770422458648682,conv8,Calim
4919,5.31608772277832,conv8,Calim
4920,4.878126621246338,conv8,Calim
4921,4.205873012542725,conv8,Calim
4922,5.301516532897949,conv8,Calim
4923,6.067998886108398,conv8,Calim
4924,3.9613142013549805,conv8,Calim
4925,5.244406700134277,conv8,Calim
4926,5.680836200714111,conv8,Calim
4927,8.689695358276367,conv8,Calim
4928,7.961691379547119,conv8,Calim
4929,6.6362762451171875,conv8,Calim
4930,6.326632499694824,conv8,Calim
4931,3.8249893188476562,conv8,Calim
4932,5.4399213790893555,conv8,Calim
4933,5.8646416664123535,conv8,Calim
4934,5.129446506500244,conv8,Calim
4935,6.107032775878906,conv8,Calim
4936,4.98171329498291,conv8,Calim
4937,5.263540744781494,conv8,Calim
4938,5.164109230041504,conv8,Calim
4939,5.6429595947265625,conv8,Calim
4940,5.736307144165039,conv8,Calim
4941,5.41827917098999,conv8,Calim
4942,4.730612754821777,conv8,Calim
4943,4.711089134216309,conv8,Calim
4944,5.281891822814941,conv8,Calim
4945,4.776655673980713,conv8,Calim
4946,5.232357978820801,conv8,Calim
4947,5.698068141937256,conv8,Calim
4948,5.524838447570801,conv8,Calim
4949,5.054299354553223,conv8,Calim
4950,7.235015869140625,conv8,Calim
4951,7.696003437042236,conv8,Calim
4952,7.322525978088379,conv8,Calim
4953,5.851761341094971,conv8,Calim
4954,13.988825798034668,conv8,Calim
4955,4.410846710205078,conv8,Calim
4956,6.683633804321289,conv8,Calim
4957,5.057972431182861,conv8,Calim
4958,3.943136215209961,conv8,Calim
4959,4.60322380065918,conv8,Calim
4960,6.896428108215332,conv8,Calim
4961,5.417024612426758,conv8,Calim
4962,5.570644378662109,conv8,Calim
4963,6.455483436584473,conv8,Calim
4964,5.5192718505859375,conv8,Calim
4965,7.979209899902344,conv8,Calim
4966,7.716833591461182,conv8,Calim
4967,6.009279727935791,conv8,Calim
4968,5.494673728942871,conv8,Calim
4969,4.861793518066406,conv8,Calim
4970,4.3269829750061035,conv8,Calim
4971,5.063476085662842,conv8,Calim
4972,6.959270477294922,conv8,Calim
4973,7.97713565826416,conv8,Calim
4974,8.080748558044434,conv8,Calim
4975,7.826626777648926,conv8,Calim
4976,6.372393608093262,conv8,Calim
4977,5.61445951461792,conv8,Calim
